,url,title,author,views,lang,grade,subject,chapter
18,https://www.youtube.com/watch?v=vzbUSZJK5XI,5. 9C02.2 CV4 अमिश्रणीय तरल का पृथक्करण | SEPARATION OF TWO IMMISCIBLE LIQUIDS,Avanti Sankalp,11530,hindi,9,science,Is Matter Around Us Pure
19,https://www.youtube.com/watch?v=LT_hd2kBFec,6. 9C02.2 CV5 उर्ध्वपातन | SUBLIMATION,Avanti Sankalp,10198,hindi,9,science,Is Matter Around Us Pure
20,https://www.youtube.com/watch?v=SDE5cCfDctc,7. 9C02.2 CV6 क्रोमैटोग्राफ़ी | CHROMATOGRAPHY,Avanti Sankalp,21218,hindi,9,science,Is Matter Around Us Pure
21,https://www.youtube.com/watch?v=V9aIbpTfQWI,8. 9C02.2 CV7 आसवन | DISTILLATION,Avanti Sankalp,14150,hindi,9,science,Is Matter Around Us Pure
22,https://www.youtube.com/watch?v=dObhyq5Jfww,9. 9C02.2 CV8 वायु के घटकों का पृथक्करण | SEPARATION OF COMPONENTS OF AIR,Avanti Sankalp,11021,hindi,9,science,Is Matter Around Us Pure
23,https://www.youtube.com/watch?v=DLXg6mrSyNM,10. 9C02.2 CV9 क्रिस्टलीकरण | CRYSTALLIZATION,Avanti Sankalp,11372,hindi,9,science,Is Matter Around Us Pure
24,https://www.youtube.com/watch?v=VTtbCwkitoM,11. 9C02.2 Recall Test,Avanti Sankalp,8667,hindi,9,science,Is Matter Around Us Pure
25,https://www.youtube.com/watch?v=oNgmLSujSbg,12. 9C02.2 Concept Test 1,Avanti Sankalp,7377,hindi,9,science,Is Matter Around Us Pure
26,https://www.youtube.com/watch?v=hKDVPXGtcRg,13. 9C02.2 Concept Test 2,Avanti Sankalp,6853,hindi,9,science,Is Matter Around Us Pure
27,https://www.youtube.com/watch?v=ZBxbPWOjc04,1. 9C02.3 CV0 पढ़ने का उद्देश्य | Learning Objectives,Avanti Sankalp,15248,hindi,9,science,Is Matter Around Us Pure
28,https://www.youtube.com/watch?v=WDT2m1cd104,2. 9C02.3 CV1 भौतिक एवं रासायनिक परिवर्तन | PHYSICAL AND CHEMICAL CHANGES,Avanti Sankalp,29222,hindi,9,science,Is Matter Around Us Pure
29,https://www.youtube.com/watch?v=xPtHjNwVJXs,3. 9C02.3 CV2 शुद्ध पदार्थ | PURE SUBSTANCES,Avanti Sankalp,15763,hindi,9,science,Is Matter Around Us Pure
30,https://www.youtube.com/watch?v=tH35em4dAjc,4. 9C02.3 CV3 तत्व | ELEMENTS,Avanti Sankalp,14147,hindi,9,science,Is Matter Around Us Pure
31,https://www.youtube.com/watch?v=3Eu6mAz4dIA,5. 9C02.3 CV4 यौगिक | COMPOUNDS,Avanti Sankalp,12254,hindi,9,science,Is Matter Around Us Pure
32,https://www.youtube.com/watch?v=cijbh8-XOgo,6. 9C02.3 Concept Test 1,Avanti Sankalp,8588,hindi,9,science,Is Matter Around Us Pure
33,https://www.youtube.com/watch?v=G2kCGUxiYxM,7. 9C02.3 Concept Test 2,Avanti Sankalp,6016,hindi,9,science,Is Matter Around Us Pure
34,https://www.youtube.com/watch?v=1S-iak47i14,1. 9C02 सारांश | Summary,Avanti Sankalp,8473,hindi,9,science,Is Matter Around Us Pure
